artigoEmPeriodico	 	2018		Acoustic radiation force impulse elastography of the eyes of brachycephalic dogs	ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA	ABREU, T. G. M. ; FELICIANO, M. A. R. ; RENZO, R. ; KOBASHIGAWA, K. K. ; CHACALTANA, F. D. Y. C. ; CRIVELARO, R. M. ; ALDROVANI, M. ; MARONEZI, M. C. ; Thiesen, R. ; LAUS, J. L.		
resumoExpandidoEmCongresso	 	2015	Um olhar sobre o cuidador familiar: quem cuida merece ser cuidado	Semana Integrada de Ensino, Pesquisa e Extensão da UFPel, 2015, Pelotas, RS, Brasil. Anais da Semana Integrada de Ensino, Pesquisa e Extensão da UFPel. Pelotas, RS, Brasil: UFPel	OLIVEIRA, Aline Daiane Leal de ; VELLEDA, Kimberly Larroque ; JUNIOR, José Ricardo Guimarães ; CRIZEL, Liceli Berwalt ; GARCIA, Raquel Pötter ; OLIVEIRA, Stefanie Griebeler		
resumoExpandidoEmCongresso	 	2015	A IMPORTÂNCIA DAS ORIENTAÇÕES DE ENFERMAGEM ACERCA DA AMAMENTAÇÃO	II Simpósio Internacional do NEPEn, 2015, Pelotas/RS. Anais do II Simpósio Internacional do NEPEn	OLIVEIRA, G. ; GIRARDON-PERLINI, N. M. O. ; DALMOLIN, A. ; STAMM, B.		
resumoExpandidoEmCongresso	 	2015	Programa PROEXT/MEC (fase 3) de capacitação de pescadores e produtores rurais ? água na qualidade do cultivo	VII Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete. Anais do VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa	PEREIRA, D. A. S. ; GRALHA, T. S. ; PESSANO, E. F. C. ; MACHADO, M.M. ; OLIVEIRA, L. F. S. ; QUEIROL, M. V. M.		
resumoExpandidoEmCongresso	 	2015	PROGRAMA PROEXT/MEC (FASE 3) DE CAPACITAÇÃO DE PESCADORES E PRODUTORES RURAIS–ÁGUA NA QUALIDADE DO CULTIVO(1)	SIEPE, 2015, Alegrete. PROGRAMA PROEXT/MEC (FASE 3) DE CAPACITAÇÃO DE PESCADORES E PRODUTORES RURAIS–ÁGUA NA QUALIDADE DO CULTIVO(1)	PEREIRA, D. A. S. ; QUEROL, M. V. M. ; GRALHA, T. S. ; MACHADO, M. M. ; PESSANO, E. F. C. ; OLIVEIRA, L. F. S.		
resumoExpandidoEmCongresso	 	2015	Consumo de alimentos importados ilegalmente da Argentina e Uruguai em cidades de fronteira no Rio Grande do Sul, Brasil	VIII Congresso Latinoamericano de Higienistas de Alimentos, 2015, Búzios. Revista Higiene Alimentar	PEREIRA, J. G.; KUBICA, C. G. ; CASTRO, B. G. ; SOARES, V. M.		
resumoExpandidoEmCongresso	 	2015	INTERDISCIPLINARIDADE: ANALISANDO A BIOQUÍMICA EM DUAS LICENCIATURAS DA UNIPAMPA	VII Salão Internacional de Ensino, Pesquisa e Extensão (SIEPE), 2015, Alegrete. Anais do VII SIEPE	PINHEIRO, F. L. ; PEREIRA, G. C. ; GAYER, M. C. ; ROEHRS, R. ; MARINHO, Julio Cesar Bresolin		
resumoExpandidoEmCongresso	 	2015	A OTIMIZAÇÃO DO ENSINO E APRENDIZAGEM DE ALUNOS CEGOS ATRAVÉS DE UM PROJETO DE BOTÂNICA	Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	PINHEIRO, F. L. ; SOARES, B. C. ; FIGUEIREDO, S. M. ; REPPETO, V. B. B. ; SILVA, F. F. ; MARINHO, Julio Cesar Bresolin		
resumoExpandidoEmCongresso	 	2015	Potencial infeccioso do transporte coletivo universitário da cidade de Uruguaiana-RS	VII Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete. Anais do VII Salão Internacional de Ensino, Pesquisa e Extensão	PINHEIRO, T. R. ; Stopiglia, Cheila Denise Ottonelli		
resumoExpandidoEmCongresso	 	2015	DISCUSSÕES DO PIBID EDUCAÇÃO FÍSICA: AS CONTRIBUIÇÕES DE MARCEL MAUSS	VII Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete. DISCUSSÕES DO PIBID EDUCAÇÃO FÍSICA: AS CONTRIBUIÇÕES DE MARCEL MAUSS	PINTO, A. R. B. ; MESSIAS, Marta Iris Camargo ; MEDEIROS, D. ; GAVIAO, P. C. S. ; OLIVEIRA, H. L. R.		
resumoExpandidoEmCongresso	 	2015	CARACTERÍSTICAS MORFOLÓGICAS DOS TENDÕES PATELAR E DE AQUILES EM PESSOAS SEDENTÁRIAS	VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa, 2015, Bagé. VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa	PINTO, E. ; SANTOS, G. R. S. ; SCHIMIDT, H. L. ; CARPES, FP		
resumoExpandidoEmCongresso	 	2015	REPARO DE HÉRNIA PLEUROPERITONEAL CONGÊNITA UTILIZANDO MALHA DE POLIPROPILENO VIA ACESSO LAPAROSCÓPICO EM UM CÃO	30ª JORNADA ACADÊMICA INTEGRADA DA UFSM, 2015, Santa Maria. Anais da 30ª JORNADA ACADÊMICA INTEGRADA DA UFSM	PREIGSCHADT, M. P. ; BRUN, M.V. ; FERANTI, J. P. S. ; OLIVEIRA, M.T. ; HARTMANN, H. F. ; LINHARES, M. T. ; CORREA, L. F. D.		
resumoExpandidoEmCongresso	 	2015	ACADEMIAS DA TERCEIRA IDADE: UM LOCAL PARA INTERVENÇÃO INTERDISCIPLINAR	VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa, 2015, Bagé. VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa	PRIARIO, L. A. A. ; VIEIRA, P. ; NERY, S. B. ; CECCON, F. G. ; AZEVEDO, R. R. ; CARPES, FP		
resumoExpandidoEmCongresso	 	2015	EFEITO DE UM PROGRAMA DE EXERCÍCIOS FÍSICOS E COGNITIVOS NA VELOCIDADE DA MARCHA EM IDOSOS	VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa, 2015, Bagé. VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa	PRIARIO, L. A. A. ; VIEIRA, P. ; NERY, S. B. ; MAYCA, M. ; AZEVEDO, R. R. ; CARPES, FP		
resumoExpandidoEmCongresso	 	2015	PERFIL DE USO DE MEDICAMENTOS E PLANTAS EM UM GRUPO DE IDOSOS	Salão Internacional de Ensino, Pesquisa e Extensão da Universidade Federal do Pampa, 2015, Alegrete. Anais do Salão Internacional de Ensino, Pesquisa e Extensão da Universidade Federal do Pampa	QUEVEDO, E. G. ; GUTERRES, L. S. ; BRUSCATTO, C. M. ; GODOI, J. P. ; Farias, F.M		
resumoExpandidoEmCongresso	 	2015	Diagnóstico do sistema produtivo da ovinocultura familiar na localidade do Garupá/Uruguaiana - RS(1): Dados Preliminares	VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa, 2015, Alegrete. Anais do VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa	Rodrigues, R.D. ; dos Santos, T.C. ; Torres, E.de Deus. ; da Silva, R.S. ; Oaigen, R.P. ; BASTOS, Guilherme de Medeiros		
resumoExpandidoEmCongresso	 	2015	Entrevistas com famílias de pessoas que realizaram transplante renal: relato de experiência	VII Salão Internacional de Ensino, Pesquisa e Extensão da Unipampa, 2015, Alegrete, RS, Brasil. Anais do VII Salão Internacional de Ensino, Pesquisa e Extensão da Unipampa	RUBIM, Marilene Matos ; VILLAGRAN, Camila Antunez ; SCHWARTZ, Eda ; GARCIA, Raquel Pötter		
resumoExpandidoEmCongresso	 	2015	PROPRIEDADES BIOLÓGICAS DA 4-ARILTELURO-7-CLOROQUINOLINA EM C. ELEGANS SÃO ASSOCIADOS AO DAF-16, SKN-1 E SOD-3	VII Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Bagé. VII Salão Internacional de Ensino, Pesquisa e Extensão	SALGUEIRO, WILLIAN ; Avila, D.S.		
resumoExpandidoEmCongresso	 	2015	Confecção de genograma e ecomapa com famílias de transplantados renais	VII Salão Internacional de Ensino, Pesquisa e Extensão da Unipampa, 2015, Alegrete, RS, Brasil. Anais do VII Salão Internacional de Ensino, Pesquisa e Extensão da Unipampa	SANTOS, Briane Bairros dos ; GARCIA, Raquel Pötter ; SCHWARTZ, Eda ; VILLAGRAN, Camila Antunez ; RUBIM, Marilene Matos		
resumoExpandidoEmCongresso	 	2015	AVALIAÇÃO BIOMECÂNICA DA SIMETRIA DE FLEXORES E EXTENSORES DE JOELHO EM DIFERENTES ÂNGULOS E VELOCIDADES	VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa, 2015, Bagé. VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa	SANTOS, C. S. ; SANTOS, G. R. S. ; MORAES, P. Z. ; CARPES, FP		
resumoExpandidoEmCongresso	 	2015	Avaliação da suscetibilidade aos antifúngicos de isolados do complexo Sporothrix schenckii	VII Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete. Anais do VII Salão Internacional de Ensino, Pesquisa e Extensão	SANTOS, G. B. ; Stopiglia, Cheila Denise Ottonelli ; GALARCA, G. F. A. ; Scroferneker, Maria Lúcia		
resumoExpandidoEmCongresso	 	2015	DIAGNÓSTICO REPRODUTIVO E SANITÁRIO DA OVINOCULTURA FAMILIAR NA LOCALIDADE GARUPÁ/URUGUAIANA-RS: DADOS PRELIMINARES	DIAGNÓSTICO REPRODUTIVO E SANITÁRIO DA OVINOCULTURA FAMILIAR NA LOCALIDADE GARUPÁ/URUGUAIANA-RS: DADOS PRELIMINARES(1), 2015, Alegrete - RS. Anais do IV Salão Internacional de Ensino, Pesquisa e Extensão	dos Santos, T.C. ; Rodrigues, R.D. ; Rao, C. ; Grundemann, J.T. ; Oaigen, R.P. ; BASTOS, Guilherme de Medeiros		
resumoExpandidoEmCongresso	 	2015	EXERCÍCIOS CEREBRAIS: O USO DA NEURÓBICA COM IDOSOS	VII Salão Internacional de Ensino, Pesquisa e Extensão (SIEPE), 2015, Alegrete/RS. Anais do VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa	SCHERF, B. G. ; TIER, C. G. ; HILGERT, R. M.		
resumoExpandidoEmCongresso	 	2015	MECANISMO DA MELHORA CONTROLE POSTURAL PELA ESTIMULAÇÃO CUTÂNEA: DADOS PRELIMINARES	VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa, 2015, Bagé. VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa	SILVA, C. C. ; SCHIMIDT, H. L. ; DE BRITTO, MORGANA A. ; DA ROCHA, EMMANUEL S. ; CARPES, Felipe Pivetta		
resumoExpandidoEmCongresso	 	2015	AVALIAÇÃO DO COMPROMETIMENTO MOTOR E DAS HABILIDADES MOTORAS DE UMA CRIANÇA COM PARALISIA CEREBRAL	VII Salão Internacional de Ensino, Pesquisa e Extensão - SIEPE, 2015, Alegrete. Anais do VII SIEPE. Bagé: Universidade Federal do Pampa	SILVA, E. M. ; BALK, R. S. ; SILVA, T. A. S. ; SANTOS, C. C.		
resumoExpandidoEmCongresso	 	2015	Anatomia radiográfica do crânio no Lycalopex gymnocercus (G. FISCHER, 1814)	42o. Congresso Brasileiro de Medicina Veterinária, 2015, Curitiba. Anais do 42o. CONBRAVET	SILVA, M. F. M. ; MATTOS, K. ; CARVALHO, N. C. ; SOUZA JUNIOR, P.		
resumoExpandidoEmCongresso	 	2015	Anatomia radiográfica da coluna vertebral no Lycalopex gymnocercus	42o. Congresso Brasileiro de Medicina Veterinária, 2015, Curitiba. Anais do 42o. Congresso Brasileiro de Medicina Veterinária	SILVA, M. F. M. ; MATTOS, K. ; CARVALHO, N. C. ; SOUZA JUNIOR, P.		
resumoExpandidoEmCongresso	 	2015	Avaliações presenciais e a distância em Anatomia Animal	Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	SILVA, M. F. M. ; MINUZZI, J. S. ; CARVALHO, A. D. ; SOUZA JUNIOR, P.		
resumoExpandidoEmCongresso	 	2015	Metade Sul e sua conformação de saúde na doença renal crônica	Semana Integrada de Ensino, Pesquisa e Extensão da UFPel, 2015, Pelotas, RS, Brasil. Anais da Semana Integrada de Ensino, Pesquisa e Extensão da UFPel. Pelotas, RS, Brasil: UFPel	SILVA, Manoella Souza da ; MICHEL, Nathiele Carvalho ; GARCIA, Raquel Pötter ; ZILLMER, Juliana Graciela Vestena ; NEVES, Josiele de Lima ; SCHWARTZ, Eda		
resumoExpandidoEmCongresso	 	2015	Dimensão social da criança com necessidades especiais de saúde usuária de uma policlínica infantil	VI Congresso Brasileiro de Enfermagem Pediátrica e Neonatal, 2015, Foz do Iguaçu. VI Congresso Brasileiro de Enfermagem Pediátrica e Neonatal	SILVEIRA, A. DA SILVEIRA, A.; NICORENA, B. P. B. ; NEVES, E. T.		
resumoExpandidoEmCongresso	 	2015	Cuidado domiciliar à criança com doença respiratória	VI Congresso Brasileiro de Enfermagem Pediátrica e Neonatal, 2015, Foz do Iguaçu. VI Congresso Brasileiro de Enfermagem Pediátrica e Neonatal	SILVEIRA, A. DA SILVEIRA, A.; SPENCER, I. ; NEVES, E. T.		
resumoExpandidoEmCongresso	 	2015	DINÂMICA SOBRE MEMÓRIA PARA IDOSOS: UM RELATO DE EXPERIÊNCIA	VII Salão Internacional de Ensino, Pesquisa e Extensão (SIEPE), 2015, Alegrete/RS. Anais VII Salão Internacional de Ensino, Pesquisa e Extensão (SIEPE)	SILVEIRA, T. ; TIER, C. G.		
resumoExpandidoEmCongresso	 	2015	COMPOSTOS ORGANOSELENOTRIAZÓIS POSSUEM ATIVIDADE ANTIOXIDANTE EM CONDIÇÕES DE ESTRESSE EM C. ELEGANS	VII Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Bagé. VII Salão Internacional de Ensino, Pesquisa e Extensão	Soares, ATG ; LOPES JUNIOR, L. B. R. ; Alves, Diego ; Ávila, Daiana Silva		
resumoExpandidoEmCongresso	 	2015	AVALIAÇÃO DO POTENCIAL ANTIOXIDANTE DO RESVERATROL FRENTE À TOXICIDADE DO FERRO EM CAENORHABDITIS ELEGANS	VII Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Bagé. VII Salão Internacional de Ensino, Pesquisa e Extensão	SOARES, M. V. ; Avila, D.S.		
resumoExpandidoEmCongresso	 	2015	Divulgando conceitos de microbiologia na escola	7º Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	SOUZA, M. M. ; MAIDANA JUNIOR, J. N. ; VIANA, D. R. ; FANTTI, M. F. ; Vanessa Bley Ribeiro ; Stopiglia, Cheila Denise Ottonelli		
resumoExpandidoEmCongresso	 	2015	Teste estimativo rápido para contagem leucocitária em bovinos	III Workshop em Bovinos, 2015, Uruguaiana. Anais I Mostra Científica de Buiatria	SOUZA, R. ; MIILLER, I. ; NARDES, S. ; BICCA, D. F. ; NORO, M.		
resumoExpandidoEmCongresso	 	2015	Quatro Patas: Vigilância e Conscientização	VII Congresso Latino-americano e XII Congresso Brasileiro de Higienistas de Alimentos, 2015, Búzios. Anais VII Congresso Latino-americano e XII Congresso Brasileiro de Higienistas de Alimentos	SOUZA, T. L. ; BITTENCOURT, D. G. ; MATTOS, K. ; PELLEGRINI, D. C. P.		
resumoExpandidoEmCongresso	 	2015	Distribuição das artérias coronárias no Nasua nasua (Linnaeus, 1766)	VII Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	SOUZA, W. V. ; ABIDU-FIGUEIREDO, M. ; CARVALHO, A. D. ; SOUZA JUNIOR, P.		
resumoExpandidoEmCongresso	 	2015	Anatomia das artérias coronárias no Procyon cancrivorus	III Congresso Medvep das Especialidades Veterinárias, 2015, Curitiba. Anais do III Congresso Medvep de Especialidades Veterinárias	SOUZA, W. V. ; SOUZA JUNIOR, P. ; CARVALHO, A. D.		
resumoExpandidoEmCongresso	 	2015	UNIDADES DE APRENDIZAGEM POTENCIALMENTE SIGNIFICATIVAS: ANÁLISE DE UMA UEPS NO ENSINO DE MECÂNICA NOS ANOS FINAIS DO ENSINO FUNDAMENTAL	SIEPE - Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete - RS. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	SPOHR, C. B.; GOULART, G. S.		
resumoExpandidoEmCongresso	 	2015	PRATICAR E GOSTAR D E EDUCAÇÃO FÍSICA ESCOLA R E O ATENDIMENTO ÀS RECOMENDAÇÕES DE ATIVIDADE FÍSICA	VII Salão Internacional de Ensino Pesquisa e Extensão, 2015, Alegrete. Anais do VII Salão Internacional de Ensino Pesquisa e Extensão	STREB, A. R. ; BERGMANN, G. G.		
resumoExpandidoEmCongresso	 	2015	EDUCAÇÂO EM SAÙDE: A IMPORTÂNCIA DOS HÁBITOS DE HIGIENE	VII SIEPE, 2015, Alegrete. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	TARRAGO, N. R. ; SINIAK, D. S. ; SANTANA, C. O.		
resumoExpandidoEmCongresso	 	2015	COMO VEJO O MEU RIO: INTERDISCIPLINARIDADE, CONTEXTUALIZAÇÃO E PERTENCIMENTO	Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	THOMAZ, J. R. ; TAHA, M. S. ; SILVA, F. F.		
resumoExpandidoEmCongresso	 	2015	O mapa mínimo das relações como instrumento de pesquisa com famílias	7º Salão Internacional de Ensino, Pesquisa e Extensão, 2015, Alegrete, RS. Anais Salão Internacional de Ensino, Pesquisa e Extensão. Bagé, RS: Universidade Federal do Pampa	VALAU JUNIOR, C. A. D. ; LENA, B. S. ; BUDÓ, M.L.D. ; SIMON, B. S.		
resumoExpandidoEmCongresso	 	2015	Análise Espacial da Leishmaniose Visceral Canina em Uruguaiana, Rio Grande do Sul, Brasil (2012-2013)	42º Conbravet, 2015, Curitiba. Anais 42º Conbravet	VALENTE, R. S. ; GUILHARDO, Y. ; BITTENCOURT, D. G. ; MASSIA, L. I. ; LAMIDRIL, R. D. Q. ; WELICKS, J. R. ; PELLEGRINI, D. C. P.		
resumoExpandidoEmCongresso	 	2015	RISCOS DE INTERAÇÕES ENTRE MEDICAMENTOS E PLANTAS EMPREGADAS NO TRATAMENTO DO DIABETES	VII Salão Internacional de Ensino, Pesquisa e Extensão da Universidade Federal do Pampa, 2015, Alegrete. Anais VII Salão Internacional de Ensino, Pesquisa e Extensão da Universidade Federal do Pampa	VARGAS, M. S. ; ROSA, N. F. ; MESSINA, T. M. ; FARIAS, F.		
resumoExpandidoEmCongresso	 	2015	EDUCAÇÃO CONTINUADA EM SAÚDE MENTAL COM AGENTES COMUNITÁRIOS DE SAÚDE: RELATO DE EXPERIÊNCIA	VII SIEPE, 2015, Alegrete. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	VIDAL, C. P. ; SOUZA, M. M. ; SINIAK, D. S.		
resumoExpandidoEmCongresso	 	2015	DESEMPENHO NO ?TIMED UP AND GO?ENTRE IDOSOS PARTICIPANTES DE UM GRUPO DE CONVIVÊNCIA	VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa, 2015, Bagé. VII Salão Internacional de Ensino, Pesquisa e Extensão ? Universidade Federal do Pampa	VIEIRA, P. ; PRIARIO, L. A. A. ; AZEVEDO, R. R. ; CECCON, F. G. ; CARPES, Felipe Pivetta		
resumoExpandidoEmCongresso	 	2015	Gerenciamento de conflitos: visão de enfermeiros-líderes no ambiente hospitalar	Semana Integrada de Ensino, Pesquisa e Extensão da UFPel, 2015, Pelotas, RS, Brasil. Anais da Semana Integrada de Ensino, Pesquisa e Extensão da UFPel. Pelotas, RS, Brasil: UFPel	ZUQUETTO, Gabriela da Silva ; RODRIGUES, Luiza Pereira Vargas ; PEIXOTO, Rejane dos Santos ; GARCIA, Raquel Pötter ; DOS SANTOS, Bianca Pozza ; AMESTOY, Simone Coelho		
resumoExpandidoEmCongresso	 	2014	Involvement of daf-16, skn-1 and trxr-1 genes in the stress resistance produced by 4-phenylseleno-7-chloroquinoline in C.elegans	E-journal of the British Pharmacology Society, 2014, Londres. Proceedings of the British Pharmacological Society. Londres: pA2 Online	Avila, D.S.; SALGUEIRO, WILLIAN G. ; XAVIER, MAURI´ CIO C.D.F. ; Alves, Diego		
resumoExpandidoEmCongresso	 	2014	Análise espaço-temporal da Leishmaniose Visceral Canina em Uruguaiana, Rio Grande do Sul, Brasil?	Conbravet, 2014, Gramado. Anais 41º Conbravet	BITTENCOURT, D. G. ; VALENTE, R. S. ; PELLEGRINI, D. C. P.		
resumoExpandidoEmCongresso	 	2014	Physicochemical and biological studies of cationic nanoemulsions as delivery systems for antimalarial oligonucleotides	9th World Meeting on Pharmaceutics, Biopharmaceutics and Pharmaceutical Technology, 2014, Lisboa. Abstracts	BRUXEL, F.; COJEAN, S. ; VILELA, J. M. C. ; BOCHOT, A. ; ANDRADE, M. S. ; PEREZ, C. A. ; MALACHIAS, A. ; MAGALHAES-PANIAGO, R. ; OLIVEIRA, M. C. ; LOISEAU, P. ; FATTAL, E. ; TEIXEIRA, H. F.		
resumoExpandidoEmCongresso	 	2014	Contatos Intradomiciliares de pessoas com tuberculose: uma ação em prática?	XXIII Congresso de Iniciação Científica da UFPEL, 2014, Pelotas. Anais XXIII CIC UFPel	CARDOSO, A. ; LIMA, LM de ; HARTER, J. ; TOMBERG, J. ; GONCALVES, E. R. ; CARDOZO-GONZALES, R. I.		
resumoExpandidoEmCongresso	 	2014	Ações para formaçao de professores e alunos das escolas publicas de Educaçao Basica de Uruguaiana - RS	Encontro dos Coordenadores do Programa Novos Talentos - CAPES, 2014, Brasília. Ações para formaçao de professores e alunos das escolas publicas de Educaçao Basica de Uruguaiana - RS	CARPES, P.B.M. ; LARA, S. ; DIAS, DANIEL VENTURA ; MESSIAS, M.		
resumoExpandidoEmCongresso	 	2014	O desenvolvimento das ações de orientação no tratamento da tuberculose	XXIII Congresso de Iniciação Científica da UFPEL, 2014, Pelotas. Anais XXIII CIC UFPel	CASTRO, P. P. ; GONCALVES, E. R. ; HARTER, J. ; TOMBERG, J. ; CARDOZO-GONZALES, R. I.		
resumoExpandidoEmCongresso	 	2014	Discutindo metodologia antropológica, uma visão do trabalho de campo sobre as Casas do Brasil na Europa	JAI - Jornada Acadêmica Integrada UFSM, 2014, Santa Maria. Anais 29ª Jornada Acadêmica Integrada	COLBEICH, R		
resumoExpandidoEmCongresso	 	2014	Ser índio e imaginário infantil: relato sobre a atuação do Grupo PET Indígena da UFSM no Colégio Edna May Cardoso, Santa Maria ? RS	XIX SIEDUCA - SEMINÁRIO INTERNACIONAL DE EDUCAÇÃO, 2014, Cachoeira do Sul. Ser índio e imaginário infantil: relato sobre a atuação do Grupo PET Indígena da UFSM no Colégio Edna May Cardoso, Santa Maria ? RS. São Paulo: InBooks	COLBEICH, R.; BRUM, C. K.		
resumoExpandidoEmCongresso	 	2014	Análise das práticas de gestão na bovinocultura leiteira no sudeste paraense	II Curral Leiteiro - II Conferência Universitária de Referência Rural e Acadêmica do Leite, 2014, Montes Claros. Anais do II Curral Leiteiro - II Conferência Universitária de Referência Rural e Acadêmica do Leite	COSTA, J. P. R. ; CARDOSO, A. M. ; AZEVEDO, J. C. ; DANTAS, V. V. ; Oaigen, R.P. ; SANTOS, M. A. S. ; DOMINGUES, F. N.		
resumoExpandidoEmCongresso	 	2014	Urolitíase obstrutiva em dois bovinos	II Workshop em Bovinos, 2014, Uruguaiana. Anais do II Workshop em Bovinos	COSTA, R. A. ; BITTENCOURT, F. V. ; ANJOS, B. L.		
resumoExpandidoEmCongresso	 	2014	Surto de púrpura hemorrágica em equinos	VIII Encontro Nacional de Diagnóstico Veterinário e II Encontro Internacional de Sanidade de Animais de Produção, 2014, Cuiabá. Anais do VIII Encontro Nacional de Diagnóstico Veterinário e II Encontro Internacional de Sanidade de Animais de Produção	COSTA, R. A. ; POZZOBON, R. ; LUBECK, I. ; CAMARGO, E. S. ; ANJOS, B. L.		
resumoExpandidoEmCongresso	 	2014	Valores de indicadores metabólicos sanguíneos en vacas lecheras durante el período de transición pre y posparto y preimer tercio de lactación	XLII Jornadas Uruguayas de Buiatría, 2014, Paysandú. Anales	da Silva, L.E.O. ; STRIEDER-BARBOZA, C. ; WAGEMANN, C. ; WITTWER, F. ; NORO, M.		
resumoExpandidoEmCongresso	 	2014	MENINGITE SUPURATIVA POR ESCHERICHIA COLI EM CORDEIROS	VIII ENCONTRO NACIONAL DE DIAGNÓSTICO VETERINÁRIO, 2014, Cuiabá. Anais do VIII ENCONTRO NACIONAL DE DIAGNÓSTICO VETERINÁRIO. Cuiabá	DAMBORIARENA, P. A. ; TROST, M. E. ; LUBECK, I. ; ANJOS, B. L.		
resumoExpandidoEmCongresso	 	2014	Avaliação das práticas de gestão em propriedades leiteiras no município de Irituia mesorregião nordeste paraense	XXIV Congresso Brasileiro de Zootecnia, 2014, Vitória. Anais do XXIV Congresso Brasileiro de Zootecnia,	DANTAS, V. V. ; SILVA, F. ; CORREA, R. P. ; Oaigen, R.P. ; SANTOS, MARCOS ANTÔNIO SOUZA DOS ; MIRANDA, A. S. ; GODOY, B. S. ; DOMINGUES, F. N.		
resumoExpandidoEmCongresso	 	2014	Relato de caso sobre uma pessoa idosa hipertensa	III CONGRESSO INTERNACIONAL DE ESTUDOS DO ENVELHECIMENTO HUMANO: ENVELHECER NA CONTEMPORANEIDADE 2014, 2014, Passo Fundo -RS. III CONGRESSO INTERNACIONAL DE ESTUDOS DO ENVELHECIMENTO HUMANO: ENVELHECER NA CONTEMPORANEIDADE 2014	DEOBALDO, A. C. ; TIER, C. G. ; SCHERF, B. G. ; PESSANO, M. A. ; HILGERT, R. M. ; STECKER, D. N.		
